楼盘,区域,地址,朝向,房型,面积,层高,建造年份,单价,总价,优势1,优势2,优势3
正升自由康都,沙坪坝,三峡广场,西南,1室0厅0卫,50㎡,中层(共27层),2009年建造,18400元/㎡,92万,满五年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,北,3室2厅2卫,94㎡,高层(共46层),2016年建造,13405元/㎡,126万,满二年,近地铁,
华宇金沙时代南苑,沙坪坝,沙滨路,北,3室2厅2卫,84㎡,中层(共33层),2012年建造,13096元/㎡,110万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,东,3室2厅2卫,95㎡,低层(共46层),2016年建造,12464元/㎡,118.4万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,东,3室2厅2卫,80.61㎡,低层(共32层),2017年建造,12654元/㎡,102万,满二年,近地铁,
财信沙滨城市,沙坪坝,沙滨路,东,2室2厅2卫,84.63㎡,低层(共18层),2017年建造,14771元/㎡,125万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,东,3室2厅2卫,96.02㎡,中层(共46层),2016年建造,13019元/㎡,125万,,近地铁,
国富沙磁巷,沙坪坝,沙滨路,东,3室1厅1卫,95㎡,低层(共46层),2016年建造,13158元/㎡,125万,,近地铁,
国富沙磁巷,沙坪坝,沙滨路,东北,3室2厅2卫,79㎡,低层(共29层),2016年建造,13671元/㎡,108万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,东北,3室2厅2卫,80.91㎡,低层(共29层),2016年建造,14585元/㎡,118万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,东北,3室2厅2卫,95.24㎡,中层(共46层),2016年建造,12936元/㎡,123.2万,,近地铁,
国富沙磁巷,沙坪坝,沙滨路,东北,3室2厅2卫,80.09㎡,低层(共29层),2016年建造,13111元/㎡,105万,,近地铁,
华宇金沙东岸,沙坪坝,沙滨路,东北,3室1厅1卫,96.48㎡,低层(共30层),2016年建造,12438元/㎡,120万,,,
国富沙磁巷,沙坪坝,沙滨路,东南,3室2厅2卫,95.8㎡,低层(共32层),2016年建造,13570元/㎡,130万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,东南,2室2厅2卫,95.05㎡,高层(共32层),2016年建造,12941元/㎡,123万,,近地铁,
华宇金沙时代南苑,沙坪坝,沙滨路,南,3室2厅2卫,84㎡,低层(共33层),2012年建造,13334元/㎡,112万,满五年,近地铁,
华宇金沙时代南苑,沙坪坝,沙滨路,南,3室2厅2卫,83㎡,高层(共33层),2012年建造,12278元/㎡,101.9万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南,3室1厅1卫,80.4㎡,高层(共46层),2017年建造,16045元/㎡,129万,满二年,近地铁,
华宇金沙时代南苑,沙坪坝,沙滨路,南,3室2厅2卫,84.28㎡,中层(共33层),2012年建造,14120元/㎡,119万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南,3室2厅2卫,95㎡,低层(共46层),2016年建造,13579元/㎡,129万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南,3室2厅2卫,84.91㎡,低层(共46层),2016年建造,14133元/㎡,120万,,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南,3室2厅2卫,95㎡,低层(共32层),2016年建造,12422元/㎡,118万,,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南,3室2厅2卫,80㎡,中层(共32层),2016年建造,12750元/㎡,102万,,近地铁,
保利康桥,沙坪坝,沙滨路,南,2室2厅2卫,89.48㎡,高层(共33层),2009年建造,12070元/㎡,108万,,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,94.5㎡,高层(共32层),2015年建造,13545元/㎡,128万,有电梯,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,80.93㎡,中层(共29层),2015年建造,12728元/㎡,103万,有电梯,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,80.93㎡,中层(共29层),2015年建造,12728元/㎡,103万,有电梯,近地铁,
华宇金沙时代北苑,沙坪坝,沙滨路,南北,3室2厅2卫,86㎡,高层(共33层),2012年建造,13721元/㎡,118万,满五年,近地铁,
华宇金沙时代北苑,沙坪坝,沙滨路,南北,3室2厅2卫,97㎡,低层(共33层),2012年建造,13403元/㎡,130万,满五年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,94㎡,中层(共31层),2018年建造,13298元/㎡,125万,满五年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,77.1㎡,中层(共32层),2018年建造,13230元/㎡,102万,满五年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室1厅1卫,80.65㎡,高层(共32层),2015年建造,12772元/㎡,103万,满五年,近地铁,
华宇金沙时代南苑,沙坪坝,沙滨路,南北,3室2厅2卫,84㎡,高层(共33层),2012年建造,13453元/㎡,113万,满五年,近地铁,
财信沙滨城市,沙坪坝,沙滨路,南北,2室2厅2卫,88.76㎡,低层(共29层),2016年建造,12957元/㎡,115万,满五年,近地铁,
华宇金沙港湾(B区),沙坪坝,沙滨路,南北,3室2厅2卫,129㎡,高层(共33层),2006年建造,9574元/㎡,123.5万,满二年,近地铁,
华宇金沙港湾(A区),沙坪坝,沙滨路,南北,3室2厅2卫,112.3㎡,低层(共33层),2006年建造,8896元/㎡,99.9万,满二年,近地铁,
华宇金沙时代北苑,沙坪坝,沙滨路,南北,3室2厅2卫,86.98㎡,中层(共33层),2012年建造,14372元/㎡,125万,满二年,近地铁,
华宇金沙时代南苑,沙坪坝,沙滨路,南北,3室2厅2卫,83.04㎡,高层(共33层),2012年建造,12765元/㎡,106万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,87㎡,中层(共46层),2016年建造,13219元/㎡,115万,满二年,近地铁,
财信沙滨城市,沙坪坝,沙滨路,南北,2室2厅2卫,83.34㎡,低层(共32层),2016年建造,14399元/㎡,120万,满二年,近地铁,
华宇金沙时代南苑,沙坪坝,沙滨路,南北,3室2厅2卫,84㎡,低层(共33层),2012年建造,13334元/㎡,112万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,87㎡,中层(共46层),2016年建造,12644元/㎡,110万,满二年,近地铁,
华宇金沙时代北苑,沙坪坝,沙滨路,南北,3室2厅2卫,82.57㎡,低层(共33层),2012年建造,12233元/㎡,101万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,94㎡,中层(共32层),2016年建造,12979元/㎡,122万,满二年,近地铁,
财信沙滨城市,沙坪坝,沙滨路,南北,2室2厅2卫,82.7㎡,中层(共32层),2016年建造,13302元/㎡,110万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,96.57㎡,中层(共46层),2016年建造,12820元/㎡,123.8万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,80.61㎡,低层(共32层),2015年建造,13646元/㎡,110万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,95.22㎡,中层(共46层),2015年建造,13128元/㎡,125万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,87㎡,中层(共46层),2015年建造,13219元/㎡,115万,满二年,近地铁,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,83.59㎡,低层(共46层),2015年建造,12203元/㎡,102万,近地铁,,
国富沙磁巷,沙坪坝,沙滨路,南北,3室2厅2卫,80.6㎡,中层(共32层),2016年建造,13648元/㎡,110万,,满二年,
宝嘉江枫美岸,沙坪坝,沙滨路,西北,2室1厅1卫,75.5㎡,低层(共33层),2012年建造,10464元/㎡,79万,满二年,,
国富沙磁巷,沙坪坝,沙滨路,西北,3室2厅2卫,94.31㎡,高层(共32层),2016年建造,13573元/㎡,128万,,近地铁,
国富沙磁巷,沙坪坝,沙滨路,西南,2室2厅2卫,80.43㎡,中层(共46层),2016年建造,12931元/㎡,104万,满五年,近地铁,
华宇金沙时代南苑,沙坪坝,沙滨路,西南,3室2厅2卫,83.79㎡,中层(共33层),2012年建造,13129元/㎡,110万,满二年,近地铁,
信达滨江蓝庭,沙坪坝,石井坡,北,3室2厅2卫,83㎡,高层(共33层),2018年建造,12952元/㎡,107.5万,,近地铁,
渝富滨江首岸,沙坪坝,石井坡,东,3室2厅2卫,89㎡,高层(共30层),2017年建造,14720元/㎡,131万,满二年,近地铁,
信达滨江蓝庭,沙坪坝,石井坡,东,3室2厅2卫,82.66㎡,低层(共34层),2018年建造,12461元/㎡,103万,满二年,近地铁,
融创滨江壹号观麓台,沙坪坝,石井坡,东,3室2厅2卫,103㎡,低层(共32层),2020年建造,11457元/㎡,118万,,近地铁,
中昂嘉御湾,沙坪坝,石井坡,东,3室2厅2卫,88.95㎡,高层(共32层),2017年建造,12704元/㎡,113万,,近地铁,
渝富滨江首岸,沙坪坝,石井坡,东北,3室1厅1卫,86.39㎡,中层(共31层),2017年建造,13312元/㎡,115万,,近地铁,
中昂嘉御湾,沙坪坝,石井坡,东南,3室2厅2卫,98.5㎡,中层(共32层),2017年建造,11980元/㎡,118万,满二年,近地铁,
中昂嘉御湾,沙坪坝,石井坡,东南,3室2厅2卫,98.39㎡,高层(共32层),2016年建造,11994元/㎡,118万,满二年,近地铁,
融创滨江壹号观麓台,沙坪坝,石井坡,南,3室2厅2卫,114.49㎡,高层(共33层),2019年建造,11355元/㎡,130万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南,3室2厅2卫,99㎡,低层(共26层),2017年建造,13031元/㎡,129万,满二年,近地铁,
中昂嘉御湾,沙坪坝,石井坡,南,3室2厅2卫,97.97㎡,高层(共32层),2017年建造,13066元/㎡,128万,满二年,近地铁,
中昂嘉御湾,沙坪坝,石井坡,南,3室2厅2卫,98.46㎡,低层(共32层),2017年建造,14219元/㎡,140万,满二年,近地铁,
中昂嘉御湾,沙坪坝,石井坡,南,3室2厅2卫,97㎡,低层(共31层),2015年建造,13403元/㎡,130万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南,3室2厅2卫,89㎡,低层(共30层),2017年建造,14607元/㎡,130万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南,4室2厅2卫,94㎡,中层(共30层),2017年建造,12447元/㎡,117万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南,3室2厅2卫,89.58㎡,高层(共30层),2017年建造,11387元/㎡,102万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南,3室2厅2卫,89.79㎡,高层(共30层),2018年建造,14479元/㎡,130万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南,3室2厅2卫,98.21㎡,中层(共32层),2020年建造,15274元/㎡,150万,近地铁,次新房,
渝富滨江首岸,沙坪坝,石井坡,南,2室2厅2卫,58.91㎡,高层(共31层),2017年建造,14599元/㎡,86万,,近地铁,
中昂嘉御湾,沙坪坝,石井坡,南,3室2厅2卫,88.44㎡,高层(共32层),2017年建造,12438元/㎡,110万,,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南,2室2厅2卫,61.48㎡,低层(共32层),2019年建造,12850元/㎡,79万,,,
渝富滨江首岸,沙坪坝,石井坡,南,2室2厅2卫,61.48㎡,低层(共32层),2019年建造,12850元/㎡,79万,,,
中昂嘉御湾,沙坪坝,石井坡,南,3室2厅2卫,98㎡,低层(共33层),2017年建造,13470元/㎡,132万,,,
渝富滨江首岸,沙坪坝,石井坡,南北,2室2厅2卫,61.79㎡,低层(共33层),2019年建造,11815元/㎡,73万,有电梯,近地铁,
融创滨江壹号(一期),沙坪坝,石井坡,南北,3室2厅2卫,95㎡,中层(共33层),2016年建造,14527元/㎡,138万,有电梯,近地铁,
融创滨江壹号观麓台,沙坪坝,石井坡,南北,3室2厅2卫,114.49㎡,低层(共33层),2020年建造,13801元/㎡,158万,满五年,近地铁,
信达滨江蓝庭,沙坪坝,石井坡,南北,3室2厅2卫,84㎡,高层(共33层),2015年建造,13191元/㎡,110.8万,满五年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南北,3室2厅2卫,93.91㎡,中层(共26层),2019年建造,13311元/㎡,125万,满二年,近地铁,
融创滨江壹号观麓台,沙坪坝,石井坡,南北,3室2厅2卫,114.35㎡,低层(共32层),2019年建造,11457元/㎡,131万,满二年,近地铁,
信达滨江蓝庭,沙坪坝,石井坡,南北,3室1厅1卫,83㎡,低层(共32层),2017年建造,17591元/㎡,146万,满二年,近地铁,
中昂嘉御湾,沙坪坝,石井坡,南北,3室2厅2卫,88㎡,中层(共33层),2018年建造,11580元/㎡,101.9万,满二年,近地铁,
信达滨江蓝庭,沙坪坝,石井坡,南北,3室2厅2卫,82.81㎡,低层(共32层),2017年建造,12439元/㎡,103万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南北,3室2厅2卫,89.4㎡,中层(共32层),2019年建造,14094元/㎡,126万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南北,3室2厅2卫,94㎡,中层(共27层),2019年建造,11490元/㎡,108万,满二年,近地铁,
融创滨江壹号观麓台,沙坪坝,石井坡,南北,3室2厅2卫,102.75㎡,中层(共33层),2019年建造,14599元/㎡,150万,满二年,近地铁,
中昂嘉御湾,沙坪坝,石井坡,南北,3室2厅2卫,98.39㎡,中层(共32层),2016年建造,11587元/㎡,114万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,南北,3室2厅2卫,86.62㎡,中层(共26层),2017年建造,12122元/㎡,105万,满二年,近地铁,
中昂嘉御湾,沙坪坝,石井坡,南北,3室2厅2卫,88.95㎡,高层(共32层),2017年建造,11805元/㎡,105万,,近地铁,
渝富滨江首岸,沙坪坝,石井坡,西,3室2厅2卫,86㎡,高层(共26层),2017年建造,13954元/㎡,120万,满二年,近地铁,
中昂嘉御湾,沙坪坝,石井坡,西,3室2厅2卫,97㎡,低层(共32层),2017年建造,12165元/㎡,118万,满二年,近地铁,
渝富滨江首岸,沙坪坝,石井坡,西,2室2厅2卫,61㎡,高层(共26层),2017年建造,13935元/㎡,85万,,近地铁,
中昂嘉御湾,沙坪坝,石井坡,西,3室2厅2卫,89㎡,低层(共32层),2017年建造,12697元/㎡,113万,,近地铁,
东原晴天,沙坪坝,双碑,北,3室2厅2卫,87㎡,中层(共28层),2020年建造,12989元/㎡,113万,满二年,近地铁,
俊峰香格里拉,沙坪坝,双碑,东,3室2厅2卫,91㎡,中层(共6层),2015年建造,14154元/㎡,128.8万,满五年,近地铁,
首创城(一期),沙坪坝,双碑,东,3室2厅2卫,93.68㎡,低层(共33层),2017年建造,13771元/㎡,129万,满五年,近地铁,
华宇温莎小镇(一期),沙坪坝,双碑,东,3室2厅2卫,88.91㎡,中层(共24层),2017年建造,12485元/㎡,111万,满二年,近地铁,
首创天阅嘉陵,沙坪坝,双碑,东,4室2厅2卫,162.07㎡,中层(共31层),2020年建造,10305元/㎡,167万,,近地铁,
首创城(一期),沙坪坝,双碑,东,3室2厅2卫,92.81㎡,中层(共28层),2017年建造,12715元/㎡,118万,,近地铁,
首创城(一期),沙坪坝,双碑,东,3室2厅2卫,93.59㎡,高层(共33层),2017年建造,12181元/㎡,114万,,近地铁,
首创嘉陵岸,沙坪坝,双碑,东,3室2厅2卫,80㎡,中层(共32层),2019年建造,14750元/㎡,118万,,近地铁,
首创城(一期),沙坪坝,双碑,东,3室2厅2卫,100㎡,中层(共33层),2017年建造,13450元/㎡,134.5万,,,
华宇温莎小镇(一期),沙坪坝,双碑,东南,3室2厅2卫,87.73㎡,低层(共32层),2017年建造,12767元/㎡,112万,,近地铁,
华宇温莎小镇(二期),沙坪坝,双碑,东南,3室2厅2卫,82.71㎡,中层(共32层),2020年建造,13058元/㎡,108万,,近地铁,
华宇温莎小镇(二期),沙坪坝,双碑,南,3室2厅2卫,103.14㎡,高层(共33层),2019年建造,11441元/㎡,118万,满二年,近地铁,
首创城(一期),沙坪坝,双碑,南,3室2厅2卫,93.75㎡,高层(共28层),2016年建造,12694元/㎡,119万,近地铁,,
首创嘉陵岸,沙坪坝,双碑,南,3室2厅2卫,93.18㎡,高层(共31层),2019年建造,12450元/㎡,116万,,近地铁,
首创城(一期),沙坪坝,双碑,南,3室1厅1卫,93.68㎡,低层(共24层),2017年建造,11615元/㎡,108.8万,,近地铁,
金杜洋光,沙坪坝,双碑,南北,2室2厅2卫,73㎡,高层(共21层),2008年建造,6439元/㎡,47万,满五年,近地铁,
首创城(一期),沙坪坝,双碑,南北,3室2厅2卫,87.07㎡,高层(共33层),2017年建造,12634元/㎡,110万,满五年,近地铁,
阳光城翡丽公园,沙坪坝,双碑,南北,3室2厅2卫,97.8㎡,低层(共33层),2019年建造,10430元/㎡,102万,满五年,近地铁,
俊峰香格里拉,沙坪坝,双碑,南北,3室2厅2卫,91.5㎡,中层(共6层),2018年建造,15520元/㎡,142万,满五年,近地铁,
鼎盛时代,沙坪坝,双碑,南北,3室2厅2卫,110㎡,中层(共30层),2006年建造,6819元/㎡,75万,满二年,近地铁,
阳光城翡丽公园,沙坪坝,双碑,南北,3室2厅2卫,88.55㎡,中层(共30层),2021年建造,12310元/㎡,109万,满二年,近地铁,
华宇温莎小镇(一期),沙坪坝,双碑,南北,3室2厅2卫,83.82㎡,低层(共8层),2017年建造,14317元/㎡,120万,满二年,近地铁,
阳光城翡丽公园,沙坪坝,双碑,南北,3室2厅2卫,96.8㎡,中层(共30层),2021年建造,10848元/㎡,105万,满二年,近地铁,
首创嘉陵岸,沙坪坝,双碑,南北,3室2厅2卫,80㎡,中层(共33层),2018年建造,14750元/㎡,118万,满二年,近地铁,
首创嘉陵岸,沙坪坝,双碑,南北,3室2厅2卫,80.41㎡,高层(共32层),2019年建造,13171元/㎡,105.9万,,满二年,
阳光城翡丽公园,沙坪坝,双碑,西,3室2厅2卫,85.6㎡,高层(共34层),2021年建造,12384元/㎡,106万,满二年,近地铁,
华宇温莎小镇(一期),沙坪坝,双碑,西,3室2厅2卫,88.91㎡,中层(共24层),2017年建造,11698元/㎡,104万,,近地铁,
华宇温莎小镇(二期),沙坪坝,双碑,西,3室2厅2卫,95㎡,高层(共33层),2019年建造,11474元/㎡,109万,,近地铁,
首创城(一期),沙坪坝,双碑,西北,3室2厅2卫,92.7㎡,低层(共28层),2017年建造,14240元/㎡,132万,满二年,近地铁,
首创城(一期),沙坪坝,双碑,西北,3室2厅2卫,93㎡,低层(共28层),2017年建造,11183元/㎡,104万,,近地铁,
华宇城,沙坪坝,天星桥,东,3室2厅2卫,81.86㎡,中层(共33层),2013年建造,11484元/㎡,94万,满五年,近地铁,
华宇城,沙坪坝,天星桥,东,3室2厅2卫,81.86㎡,高层(共33层),2013年建造,12339元/㎡,101万,满五年,近地铁,
华宇城,沙坪坝,天星桥,东,3室2厅2卫,88㎡,中层(共33层),2021年建造,14660元/㎡,129万,,有电梯,
华宇城,沙坪坝,天星桥,东,3室2厅2卫,81㎡,中层(共33层),2013年建造,13334元/㎡,108万,,近地铁,
融汇温泉城圣地亚(北区),沙坪坝,天星桥,东北,3室2厅2卫,73㎡,中层(共33层),2015年建造,13562元/㎡,99万,满二年,近地铁,
蓝溪谷地,沙坪坝,天星桥,东北,3室1厅1卫,87.78㎡,高层(共33层),2006年建造,11256元/㎡,98.8万,,满二年,
融汇温泉城锦绣里,沙坪坝,天星桥,东北,3室2厅2卫,94㎡,低层(共33层),2013年建造,13618元/㎡,128万,,近地铁,
华宇城,沙坪坝,天星桥,东南,3室2厅2卫,88.13㎡,高层(共33层),2013年建造,12255元/㎡,108万,,近地铁,
